wals_code  name  latitude  longitude genus family  countrycodes  features
brw	Bru (Western)	16.75	104.75	Katuic	Austro-Asiatic	LA	Consonant_Inventories=3 Average|Vowel_Quality_Inventories=3 Large (7-14)|Consonant-Vowel_Ratio=1 Low|Voicing_in_Plosives_and_Fricatives=2 In plosives alone|Voicing_and_Gaps_in_Plosive_Systems=4 Missing /g/|Uvular_Consonants=1 None|Glottalized_Consonants=1 No glottalized consonants|Lateral_Consonants=2 /l/, no obstruent laterals|Front_Rounded_Vowels=1 None|Syllable_Structure=3 Complex|Tone=1 No tones|Absence_of_Common_Consonants=1 All present|Presence_of_Uncommon_Consonants=1 None
bse	Berber (Ayt Seghrouchen Middle Atlas)	33.3333333333	-4.66666666667	Berber	Afro-Asiatic	MA	Semantic_Distinctions_of_Evidentiality=1 No grammatical evidentials|Coding_of_Evidentiality=1 No grammatical evidentials|Order_of_Object_and_Verb=2 VO|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=4 VO and Prepositions
bsh	Bushoong	-4.5	21.5	Bantoid	Niger-Congo	CD	Prefixing_vs._Suffixing_in_Inflectional_Morphology=6 Strong prefixing|Coding_of_Nominal_Plurality=1 Plural prefix|Position_of_Tense-Aspect_Affixes=1 Tense-aspect prefixes|Order_of_Subject,_Object_and_Verb=2 SVO|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=2 VO|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Order_of_Degree_Word_and_Adjective=2 Adjective-Degree word|Position_of_Polar_Question_Particles=6 No question particle|Position_of_Interrogative_Phrases_in_Content_Questions=2 Not initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=1 Initial subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=4 VO and Prepositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=4 VO and NRel|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=4 VO and NAdj|Expression_of_Pronominal_Subjects=2 Subject affixes on verb|Negative_Morphemes=1 Negative affix|Polar_Questions=6 Interrogative intonation only|Postverbal_Negative_Morphemes=4 None|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|SVNegO_Order=7 No SVNegO|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=20 MorphNeg|SNegVO_Order=2 Prefix&NoDoubleNeg|SVONeg_Order=4 No SVONeg|The_Position_of_Negative_Morphemes_in_SVO_Languages=5 S[Neg-V]O|Preverbal_Negative_Morphemes=2 [Neg-V]|Order_of_Negative_Morpheme_and_Verb=3 [Neg-V]|NegSVO_Order=4 No NegSVO|Minor_morphological_means_of_signaling_negation=4 None
bsi	Berber (Siwa)	29.1666666667	25.5	Berber	Afro-Asiatic	EG	Coding_of_Nominal_Plurality=6 Mixed morphological plural|Definite_Articles=5 No definite or indefinite article|Indefinite_Articles=5 No definite or indefinite article|Position_of_Pronominal_Possessive_Affixes=2 Possessive suffixes|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative
bsk	Bashkir	53.0	58.0	Turkic	Altaic	RU	Consonant_Inventories=4 Moderately large|Vowel_Quality_Inventories=3 Large (7-14)|Consonant-Vowel_Ratio=3 Average|Voicing_in_Plosives_and_Fricatives=4 In both plosives and fricatives|Voicing_and_Gaps_in_Plosive_Systems=2 None missing in /p t k b d g/|Uvular_Consonants=4 Uvular stops and continuants|Glottalized_Consonants=1 No glottalized consonants|Lateral_Consonants=2 /l/, no obstruent laterals|The_Velar_Nasal=2 No initial velar nasal|Front_Rounded_Vowels=2 High and mid|Syllable_Structure=3 Complex|Tone=1 No tones|Fixed_Stress_Locations=7 Ultimate|Weight-Sensitive_Stress=8 Fixed stress (no weight-sensitivity)|Weight_Factors_in_Weight-Sensitive_Stress_Systems=1 No weight|Rhythm_Types=5 No rhythmic stress|Absence_of_Common_Consonants=1 All present|Presence_of_Uncommon_Consonants=5 'Th' sounds|Prefixing_vs._Suffixing_in_Inflectional_Morphology=2 Strongly suffixing|Coding_of_Nominal_Plurality=2 Plural suffix|The_Associative_Plural=1 Associative same as additive plural|Definite_Articles=5 No definite or indefinite article|Indefinite_Articles=5 No definite or indefinite article|Indefinite_Pronouns=1 Interrogative-based|Position_of_Case_Affixes=1 Case suffixes|Ordinal_Numerals=4 One-th, two-th, three-th|Distributive_Numerals=4 Marked by suffix|Conjunctions_and_Universal_Quantifiers=2 Formally similar, without interrogative|Position_of_Pronominal_Possessive_Affixes=2 Possessive suffixes|Position_of_Tense-Aspect_Affixes=2 Tense-aspect suffixes|The_Morphological_Imperative=1 Second singular and second plural|The_Prohibitive=1 Normal imperative + normal negative|Imperative-Hortative_Systems=1 Maximal system|The_Optative=2 Inflectional optative absent|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=1 OV|Order_of_Adposition_and_Noun_Phrase=1 Postpositions|Order_of_Genitive_and_Noun=1 Genitive-Noun|Order_of_Adjective_and_Noun=1 Adjective-Noun|Order_of_Demonstrative_and_Noun=1 Demonstrative-Noun|Order_of_Numeral_and_Noun=1 Numeral-Noun|Order_of_Relative_Clause_and_Noun=2 Relative clause-Noun|Order_of_Degree_Word_and_Adjective=1 Degree word-Adjective|Order_of_Adverbial_Subordinator_and_Clause=1 Initial subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=1 OV and Postpositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=1 OV and RelN|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=1 OV and AdjN|Expression_of_Pronominal_Subjects=2 Subject affixes on verb|Negative_Morphemes=1 Negative affix|Polar_Questions=1 Question particle|Tea=1 Words derived from Sinitic cha|Postverbal_Negative_Morphemes=2 [V-Neg]|Prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=20 MorphNeg|Preverbal_Negative_Morphemes=4 None|Order_of_Negative_Morpheme_and_Verb=4 [V-Neg]|The_Position_of_Negative_Morphemes_in_SOV_Languages=21 SV&OV&[V-Neg]|Minor_morphological_means_of_signaling_negation=4 None
bso	Basque (Souletin)	43.5	-1.5	Basque	Basque	FR	Fixed_Stress_Locations=1 No fixed stress|Weight-Sensitive_Stress=3 Right-edge: Ultimate or penultimate|Weight_Factors_in_Weight-Sensitive_Stress_Systems=6 Lexical stress|Rhythm_Types=5 No rhythmic stress
bsq	Basque	43.0	-3.0	Basque	Basque	ES FR	Consonant_Inventories=3 Average|Vowel_Quality_Inventories=2 Average (5-6)|Consonant-Vowel_Ratio=4 Moderately high|Voicing_in_Plosives_and_Fricatives=2 In plosives alone|Voicing_and_Gaps_in_Plosive_Systems=2 None missing in /p t k b d g/|Uvular_Consonants=1 None|Glottalized_Consonants=1 No glottalized consonants|Lateral_Consonants=2 /l/, no obstruent laterals|The_Velar_Nasal=3 No velar nasal|Vowel_Nasalization=2 Contrast absent|Front_Rounded_Vowels=1 None|Syllable_Structure=3 Complex|Tone=1 No tones|Absence_of_Common_Consonants=1 All present|Presence_of_Uncommon_Consonants=1 None|Fusion_of_Selected_Inflectional_Formatives=1 Exclusively concatenative|Exponence_of_Selected_Inflectional_Formatives=1 Monoexponential case|Inflectional_Synthesis_of_the_Verb=3 4-5 categories per word|Locus_of_Marking_in_the_Clause=3 Double marking|Locus_of_Marking_in_Possessive_Noun_Phrases=2 Dependent marking|Locus_of_Marking:_Whole-language_Typology=5 Inconsistent or other|Prefixing_vs._Suffixing_in_Inflectional_Morphology=4 Equal prefixing and suffixing|Reduplication=1 Productive full and partial reduplication|Case_Syncretism=2 Core cases only|Syncretism_in_Verbal_Person/Number_Marking=3 Not syncretic|Number_of_Genders=1 None|Sex-based_and_Non-sex-based_Gender_Systems=1 No gender|Systems_of_Gender_Assignment=1 No gender|Coding_of_Nominal_Plurality=8 Plural clitic|Occurrence_of_Nominal_Plurality=6 All nouns, always obligatory|Plurality_in_Independent_Personal_Pronouns=4 Person-number stem|The_Associative_Plural=3 Unique periphrastic associative plural|Definite_Articles=1 Definite word distinct from demonstrative|Indefinite_Articles=2 Indefinite word same as 'one'|Inclusive/Exclusive_Distinction_in_Independent_Pronouns=3 No inclusive/exclusive|Inclusive/Exclusive_Distinction_in_Verbal_Inflection=3 No inclusive/exclusive|Distance_Contrasts_in_Demonstratives=3 Three-way contrast|Pronominal_and_Adnominal_Demonstratives=1 Identical|Third_Person_Pronouns_and_Demonstratives=2 Related for all demonstratives|Gender_Distinctions_in_Independent_Personal_Pronouns=6 No gender distinctions|Politeness_Distinctions_in_Pronouns=2 Binary politeness distinction|Indefinite_Pronouns=1 Interrogative-based|Intensifiers_and_Reflexive_Pronouns=2 Differentiated|Person_Marking_on_Adpositions=2 No person marking|Number_of_Cases=8 10 or more cases|Asymmetrical_Case-Marking=6 Syncretism in relevant NP-types|Position_of_Case_Affixes=6 Postpositional clitics|Comitatives_and_Instrumentals=2 Differentiation|Ordinal_Numerals=6 First, two-th, three-th|Distributive_Numerals=4 Marked by suffix|Numeral_Classifiers=1 Absent|Conjunctions_and_Universal_Quantifiers=1 Formally different|Position_of_Pronominal_Possessive_Affixes=4 No possessive affixes|Obligatory_Possessive_Inflection=2 Absent|Possessive_Classification=1 No possessive classification|Genitives,_Adjectives_and_Relative_Clauses=6 Highly differentiated|Adjectives_without_Nouns=2 Without marking|Action_Nominal_Constructions=1 Sentential|Noun_Phrase_Conjunction=1 'And' different from 'with'|Nominal_and_Verbal_Conjunction=1 Identity|Perfective/Imperfective_Aspect=1 Grammatical marking|The_Past_Tense=1 Present, no remoteness distinctions|The_Future_Tense=1 Inflectional future exists|The_Perfect=3 Other perfect|Position_of_Tense-Aspect_Affixes=4 Mixed type|The_Morphological_Imperative=1 Second singular and second plural|The_Prohibitive=1 Normal imperative + normal negative|Imperative-Hortative_Systems=4 Neither type of system|The_Optative=2 Inflectional optative absent|Situational_Possibility=1 Affixes on verbs|Epistemic_Possibility=2 Affixes on verbs|Overlap_between_Situational_and_Epistemic_Modal_Marking=1 Overlap for both possibility and necessity|Semantic_Distinctions_of_Evidentiality=2 Indirect only|Coding_of_Evidentiality=4 Separate particle|Suppletion_According_to_Tense_and_Aspect=1 Tense|Verbal_Number_and_Suppletion=1 None|Order_of_Subject,_Object_and_Verb=1 SOV|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=1 OV|Order_of_Object,_Oblique,_and_Verb=3 XOV|Order_of_Adposition_and_Noun_Phrase=1 Postpositions|Order_of_Genitive_and_Noun=1 Genitive-Noun|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative|Order_of_Numeral_and_Noun=1 Numeral-Noun|Order_of_Relative_Clause_and_Noun=2 Relative clause-Noun|Order_of_Degree_Word_and_Adjective=1 Degree word-Adjective|Position_of_Polar_Question_Particles=4 Other position|Position_of_Interrogative_Phrases_in_Content_Questions=2 Not initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=2 Final subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=1 OV and Postpositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=1 OV and RelN|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=2 OV and NAdj|Alignment_of_Case_Marking_of_Full_Noun_Phrases=6 Active-inactive|Alignment_of_Case_Marking_of_Pronouns=6 Active - inactive|Alignment_of_Verbal_Person_Marking=3 Ergative|Expression_of_Pronominal_Subjects=2 Subject affixes on verb|Verbal_Person_Marking=5 Both the A and P arguments|Third_Person_Zero_of_Verbal_Person_Marking=2 No zero realization|Order_of_Person_Markers_on_the_Verb=3 P precedes A|Ditransitive_Constructions:_The_Verb_'Give'=1 Indirect-object construction|Reciprocal_Constructions=2 Distinct from reflexive|Passive_Constructions=1 Present|Antipassive_Constructions=2 Oblique patient|Applicative_Constructions=8 No applicative construction|Periphrastic_Causative_Constructions=2 Purposive but no sequential|Nonperiphrastic_Causative_Constructions=2 Morphological but no compound|Negative_Morphemes=2 Negative particle|Symmetric_and_Asymmetric_Standard_Negation=2 Asymmetric|Subtypes_of_Asymmetric_Standard_Negation=3 A/Cat|Negative_Indefinite_Pronouns_and_Predicate_Negation=1 Predicate negation also present|Polar_Questions=1 Question particle|Predicative_Possession=5 'Have'|Predicative_Adjectives=2 Nonverbal encoding|Nominal_and_Locational_Predication=1 Different|Zero_Copula_for_Predicate_Nominals=1 Impossible|Comparative_Constructions=4 Particle|Relativization_on_Subjects=4 Gap|Relativization_on_Obliques=5 Not possible|Purpose_Clauses=3 Deranked|'When'_Clauses=2 Balanced/deranked|Reason_Clauses=2 Balanced/deranked|Utterance_Complement_Clauses=1 Balanced|Hand_and_Arm=2 Different|Finger_and_Hand=2 Different|Numeral_Bases=2 Hybrid vigesimal-decimal|M-T_Pronouns=1 No M-T pronouns|N-M_Pronouns=1 No N-M pronouns|Tea=1 Words derived from Sinitic cha|Postverbal_Negative_Morphemes=4 None|Prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|NegSOV_Order=4 No NegSOV|SOVNeg_Order=11 NoSOVNeg|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=7 SONegV|SONegV_Order=1 Word&NoDoubleNeg|Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|Preverbal_Negative_Morphemes=1 NegV|Order_of_Negative_Morpheme_and_Verb=1 NegV|SNegOV_Order=4 No SNegOV|The_Position_of_Negative_Morphemes_in_SOV_Languages=3 SONegV|Minor_morphological_means_of_signaling_negation=4 None|M_in_Second_Person_Singular=1 No m in second person singular|M_in_First_Person_Singular=1 No m in first person singular|Other_Roles_of_Applied_Objects=5 No applicative construction|Zero_Marking_of_A_and_P_Arguments=2 Non-zero marking|Exponence_of_Tense-Aspect-Mood_Inflection=1 monoexponential TAM|Productivity_of_the_Antipassive_Construction=2 partially productive|Number_of_Possessive_Nouns=1 None reported|Suppletion_in_Imperatives_and_Hortatives=5 None (= no suppletive imperatives reported in the reference material)
bsr	Basari	12.6666666667	-13.0	Northern Atlantic	Niger-Congo	SN GN	Vowel_Nasalization=2 Contrast absent|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=1 OV|Order_of_Genitive_and_Noun=2 Noun-Genitive|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=2 OV and NRel|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=2 OV and NAdj|Expression_of_Pronominal_Subjects=2 Subject affixes on verb|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|Nasal_Vowels_in_West_Africa=1 no nasal vs. oral vowel contrast
btk	Bontok	17.0833333333	120.916666667	Northern Luzon	Austronesian	PH	Prefixing_vs._Suffixing_in_Inflectional_Morphology=4 Equal prefixing and suffixing|Coding_of_Nominal_Plurality=1 Plural prefix|Indefinite_Articles=4 No indefinite, but definite article|Distributive_Numerals=7 Marked by mixed or other strategies|Position_of_Pronominal_Possessive_Affixes=2 Possessive suffixes|Position_of_Tense-Aspect_Affixes=1 Tense-aspect prefixes|Order_of_Subject,_Object_and_Verb=7 No dominant order|Order_of_Subject_and_Verb=3 No dominant order|Order_of_Object_and_Verb=2 VO|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Genitive_and_Noun=2 Noun-Genitive|Order_of_Adjective_and_Noun=3 No dominant order|Order_of_Numeral_and_Noun=1 Numeral-Noun|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Position_of_Polar_Question_Particles=1 Initial|Position_of_Interrogative_Phrases_in_Content_Questions=1 Initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=1 Initial subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=4 VO and Prepositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=4 VO and NRel|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=5 Other|Negative_Morphemes=3 Negative auxiliary verb|Polar_Questions=1 Question particle|Hand_and_Arm=1 Identical|Finger_and_Hand=2 Different|Para-Linguistic_Usages_of_Clicks=3 Other or none|Postverbal_Negative_Morphemes=4 None|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|SVNegO_Order=7 No SVNegO|Verb-Initial_with_Clause-Final_Negative=4 No clause-final neg|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=21 Other|Verb-Initial_with_Preverbal_Negative=1 Separate word, no double negation	Word&NoDoubleNeg|SVONeg_Order=4 No SVONeg|Multiple_Negative_Constructions_in_SVO_Languages=26 SVO/VSO & NegV|The_Position_of_Negative_Morphemes_in_SVO_Languages=13 More than one construction|Languages_with_two_Dominant_Orders_of_Subject,_Object,_and_Verb=3 SVO or VSO|Preverbal_Negative_Morphemes=1 NegV|Order_of_Negative_Morpheme_and_Verb=1 NegV|Verb-Initial_with_Negative_that_is_Immediately_Postverbal_or_between_Subject_and_Object=6 None|The_Position_of_Negative_Morphemes_in_Verb-Initial_Languages=19 NegV & VSO/SVO|Minor_morphological_means_of_signaling_negation=4 None
bto	Batak (Toba)	2.5	99.0	Northwest Sumatra-Barrier Islands	Austronesian	ID	Consonant_Inventories=2 Moderately small|Vowel_Quality_Inventories=2 Average (5-6)|Consonant-Vowel_Ratio=3 Average|Voicing_in_Plosives_and_Fricatives=2 In plosives alone|Voicing_and_Gaps_in_Plosive_Systems=2 None missing in /p t k b d g/|Uvular_Consonants=1 None|Glottalized_Consonants=1 No glottalized consonants|Lateral_Consonants=2 /l/, no obstruent laterals|Front_Rounded_Vowels=1 None|Tone=1 No tones|Fixed_Stress_Locations=6 Penultimate|Weight-Sensitive_Stress=8 Fixed stress (no weight-sensitivity)|Weight_Factors_in_Weight-Sensitive_Stress_Systems=1 No weight|Rhythm_Types=1 Trochaic|Absence_of_Common_Consonants=1 All present|Presence_of_Uncommon_Consonants=1 None|Prefixing_vs._Suffixing_in_Inflectional_Morphology=4 Equal prefixing and suffixing|Coding_of_Nominal_Plurality=7 Plural word|Definite_Articles=5 No definite or indefinite article|Indefinite_Articles=5 No definite or indefinite article|Politeness_Distinctions_in_Pronouns=2 Binary politeness distinction|Position_of_Case_Affixes=9 No case affixes or adpositional clitics|Position_of_Pronominal_Possessive_Affixes=2 Possessive suffixes|Epistemic_Possibility=3 Other|Order_of_Subject,_Object_and_Verb=4 VOS|Order_of_Subject_and_Verb=2 VS|Order_of_Object_and_Verb=2 VO|Order_of_Object,_Oblique,_and_Verb=1 VOX|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Genitive_and_Noun=2 Noun-Genitive|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative|Order_of_Numeral_and_Noun=3 No dominant order|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Order_of_Degree_Word_and_Adjective=1 Degree word-Adjective|Position_of_Interrogative_Phrases_in_Content_Questions=2 Not initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=1 Initial subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=4 VO and Prepositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=4 VO and NRel|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=4 VO and NAdj|Negative_Morphemes=2 Negative particle|Predicative_Possession=3 Topic|Predicative_Adjectives=1 Verbal encoding|Nominal_and_Locational_Predication=1 Different|Zero_Copula_for_Predicate_Nominals=1 Impossible|Comparative_Constructions=4 Particle|Postverbal_Negative_Morphemes=4 None|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|Verb-Initial_with_Clause-Final_Negative=4 No clause-final neg|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=12 NegVOS|Verb-Initial_with_Preverbal_Negative=1 Separate word, no double negation	Word&NoDoubleNeg|Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|Preverbal_Negative_Morphemes=1 NegV|Order_of_Negative_Morpheme_and_Verb=1 NegV|Verb-Initial_with_Negative_that_is_Immediately_Postverbal_or_between_Subject_and_Object=6 None|The_Position_of_Negative_Morphemes_in_Verb-Initial_Languages=4 NegVOS|Minor_morphological_means_of_signaling_negation=4 None
bub	Bubi	3.5	8.66666666667	Bantoid	Niger-Congo	GQ	Ordinal_Numerals=3 First, two, three|Order_of_Subject,_Object_and_Verb=2 SVO|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=2 VO|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=1 Demonstrative-Noun|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=4 VO and NAdj
bud	Buduma	13.5	14.5	Biu-Mandara	Afro-Asiatic	TD NG CM	Prefixing_vs._Suffixing_in_Inflectional_Morphology=4 Equal prefixing and suffixing|Coding_of_Nominal_Plurality=2 Plural suffix|Occurrence_of_Nominal_Plurality=6 All nouns, always obligatory|Indefinite_Pronouns=2 Generic-noun-based|Position_of_Case_Affixes=9 No case affixes or adpositional clitics|Position_of_Pronominal_Possessive_Affixes=2 Possessive suffixes|Nominal_and_Verbal_Conjunction=2 Differentiation|Position_of_Tense-Aspect_Affixes=1 Tense-aspect prefixes|The_Morphological_Imperative=1 Second singular and second plural|The_Prohibitive=3 Special imperative + normal negative|Order_of_Subject,_Object_and_Verb=2 SVO|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=2 VO|Order_of_Object,_Oblique,_and_Verb=1 VOX|Order_of_Adposition_and_Noun_Phrase=2 Prepositions|Order_of_Genitive_and_Noun=2 Noun-Genitive|Order_of_Adjective_and_Noun=2 Noun-Adjective|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative|Order_of_Numeral_and_Noun=2 Noun-Numeral|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Order_of_Degree_Word_and_Adjective=2 Adjective-Degree word|Position_of_Polar_Question_Particles=2 Final|Position_of_Interrogative_Phrases_in_Content_Questions=2 Not initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=2 Final subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adposition_and_Noun_Phrase=4 VO and Prepositions|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=4 VO and NRel|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Adjective_and_Noun=4 VO and NAdj|Expression_of_Pronominal_Subjects=6 Mixed|Negative_Morphemes=2 Negative particle|Negative_Indefinite_Pronouns_and_Predicate_Negation=1 Predicate negation also present|Polar_Questions=1 Question particle|'Want'_Complement_Subjects=2 Subject is expressed overtly|Postverbal_Negative_Morphemes=1 VNeg|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|SVNegO_Order=7 No SVNegO|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=4 SVONeg|SNegVO_Order=8 No SNegVO|SVONeg_Order=1 NoDoubleNeg|Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=6 End, not immed postverbal|The_Position_of_Negative_Morphemes_in_SVO_Languages=4 SVONeg|Preverbal_Negative_Morphemes=4 None|Order_of_Negative_Morpheme_and_Verb=2 VNeg|NegSVO_Order=4 No NegSVO|Minor_morphological_means_of_signaling_negation=4 None
bug	Bugis	-4.0	120.0	South Sulawesi	Austronesian	ID	Fixed_Stress_Locations=6 Penultimate|Weight-Sensitive_Stress=8 Fixed stress (no weight-sensitivity)|Weight_Factors_in_Weight-Sensitive_Stress_Systems=1 No weight|Indefinite_Pronouns=1 Interrogative-based|Distributive_Numerals=3 Marked by prefix|Order_of_Subject,_Object_and_Verb=2 SVO|Order_of_Subject_and_Verb=1 SV|Order_of_Object_and_Verb=2 VO|Order_of_Genitive_and_Noun=2 Noun-Genitive|Order_of_Demonstrative_and_Noun=2 Noun-Demonstrative|Order_of_Relative_Clause_and_Noun=1 Noun-Relative clause|Order_of_Degree_Word_and_Adjective=1 Degree word-Adjective|Position_of_Interrogative_Phrases_in_Content_Questions=2 Not initial interrogative phrase|Order_of_Adverbial_Subordinator_and_Clause=1 Initial subordinator word|Relationship_between_the_Order_of_Object_and_Verb_and_the_Order_of_Relative_Clause_and_Noun=4 VO and NRel|Polar_Questions=1 Question particle|Postverbal_Negative_Morphemes=4 None|Postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|SVNegO_Order=7 No SVNegO|Position_of_Negative_Word_With_Respect_to_Subject,_Object,_and_Verb=21 Other|SVONeg_Order=4 No SVONeg|The_Position_of_Negative_Morphemes_in_SVO_Languages=11 Other NegV|Preverbal_Negative_Morphemes=1 NegV|Order_of_Negative_Morpheme_and_Verb=1 NegV|Minor_morphological_means_of_signaling_negation=4 None
bui	Buli (in Indonesia)	1.0	128.5	South Halmahera - West New Guinea	Austronesian	ID	Fixed_Stress_Locations=1 No fixed stress|Weight-Sensitive_Stress=3 Right-edge: Ultimate or penultimate|Weight_Factors_in_Weight-Sensitive_Stress_Systems=2 Long vowel|Noun_Phrase_Conjunction=2 'And' identical to 'with'|Perfective/Imperfective_Aspect=2 No grammatical marking|The_Past_Tense=4 No past tense|The_Future_Tense=1 Inflectional future exists|The_Perfect=2 From 'finish', 'already'|Predicative_Adjectives=3 Mixed|Nominal_and_Locational_Predication=1 Different|Zero_Copula_for_Predicate_Nominals=2 Possible
